,Name,Material,Color,Price,URL,Image,Brand_name,Description,Category
38,The Charley | Trapeze,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['trapeze'],"('USD', '188')",https://www.boyish.com/products/the-charley-trapeze,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Charley-Trapeze-Front.jpg?v=1562909959,Boyish Jeans,"['The Charley is a rigid high waisted wide leg in a medium eco wash. This jean includes Recycled Cotton reducing its carbon footprint and reducing water usage.\nFront Rise: 12""Inseam: 26""Leg Opening 15""Button Fly\n** Final Sale // Non-Refundable **']",['jeans']
39,The Tommy | The Scarlet Empress,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['the scarlet empress'],"('USD', '168')",https://www.boyish.com/products/the-tommy-the-scarlet-empress,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Tommy-TheScarletEmpress-Front_b7d4639d-d6f2-4cb9-b2b9-36313ea63976.jpg?v=1574215916,Boyish Jeans,"['Straight up versatile. The Tommy is a high waisted rigid ripped straight jean in a red stone wash. These upcycled jeans include recycled cotton reducing its carbon footprint and reducing water usage.\nFront Rise: 10 1/2""Inseam: 32""Leg Opening: 14 1/2""Button Fly\n** Final Sale // Non-Refundable **']",['jeans']
40,The Zachary | Short Circuit,"{'OCS Certified Organic Cotton': '66%', 'Tencel ™ Lyocell': '33%', 'Recycled Elastane': '1%'}",['short circuit'],"('USD', '158')",https://www.boyish.com/products/the-zachary-short-circuit,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheZachary-ShortCircuit-Front.jpg?v=1603406038,Boyish Jeans,"['A little give and take.\xa0The Zachary is a high rise comfort stretch skinny jean in a medium dark indigo wash with destruction. These upcycled jeans include organic cotton that is OCS certified, and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 11 1/4""\xa0Inseam: 29""\xa0Leg Opening: 11 1/2""Zipper Fly']",['jeans']
41,The Harry | The Crowd,"{'OCS Certified Organic Cotton': '75%', 'Tencel ™ Lyocell': '25%'}",['the crowd'],"('USD', '188')",https://www.boyish.com/products/the-harry-the-crowd,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheHarry-TheCrowd-Front.jpg?v=1603401875,Boyish Jeans,"['Like your dad\'s pants. The Harry high waisted trouser has a vintage-inspired menswear straight-leg silhouette defined by pleats at the front and back welt pockets.\nThis upcycled trouser includes OCS certified organic cotton, and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 13""\xa0Inseam: 28""\xa0Leg Opening: 15 1/2""Zipper\xa0Fly']",['pants']
42,The Maxwell | Black Beauty,"{'OCS Certified Organic Cotton': '75%', 'Tencel ™ Lyocell': '25%'}",['black beauty'],"('USD', '298')",https://www.boyish.com/products/the-maxwell-black-beauty,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/BoyishH20_MaxwellBlackBeauty_5_2x_tiny.jpg?v=1614732527,Boyish Jeans,"['Classic Boyish Trench. The Maxwell in Black Beauty has signature tailored details including notched lapels, raglan sleeves and hits at mid-calf length. This piece has a double-breasted button front closure and comes with a detachable belt to cinch your waist.\xa0\nThis upcycled garment includes OCS certified organic cotton, and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Hips to Hem: 47""Sweep: 50""']",['jackets']
43,The Clancy | Black Beauty,"{'OCS Certified Organic Cotton': '75%', 'Tencel ™ Lyocell': '25%'}",['black beauty'],"('USD', '188')",https://www.boyish.com/products/the-clancy-black-beauty,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/BoyishH20_Clancy_BlackBeauty_Front_2x_tiny.jpg?v=1614733412,Boyish Jeans,"['Effortless elevated style. The Clancy high waisted paperbag trouser in Black Beauty has a voluminous wide leg, polished silhouette with an adjustable belt and D-rings to cinch your waist. Zip fly and back utility pockets. This upcycled trouser includes OCS certified organic cotton , and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise:\xa015 1/2""Inseam: 30""Leg Opening: 23""Zipper Fly']",['jeans']
44,The Clancy | The Crowd,"{'OCS Certified Organic Cotton': '75%', 'Tencel ™ Lyocell': '25%'}",['the crowd'],"('USD', '188')",https://www.boyish.com/products/the-clancy-the-crowd,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheClancy-TheCrowd-Front.jpg?v=1614625026,Boyish Jeans,"['Effortless elevated style. The Clancy high waisted paperbag trouser has a voluminous wide leg, polished silhouette with an adjustable belt and D-rings to cinch your waist. Zip fly and back utility pockets.\nThis upcycled trouser includes OCS certified organic cotton, and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 15 1/2""\xa0Inseam: 30""\xa0Leg Opening: 23""Zipper\xa0Fly']",['jeans']
45,The Ziggy | Krush Groove,"{'OCS Certified Organic Cotton': '60%', 'Tencel ™ Lyocell': '40%'}",['krush groove'],"('USD', '168')",https://www.boyish.com/products/the-ziggy-krush-groove,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheZiggy-KrushGroove-Front.jpg?v=1614731014,Boyish Jeans,"['Forever Boyish. The Ziggy is a high waisted relaxed straight jean giving an edge to your ethical fashion collection. It comes in the perfect dark eco wash and looks great paired with both sneakers and heels. \nThese upcycled jeans include organic cotton that is OCS certified, and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 12 1/2"" Inseam: 32"" Leg Opening: 18""Button Fly']",['jeans']
46,The Joni | Crystal Pink,"{'OCS Certified Organic Cotton': '74%', 'Refibra™ X Tencel ™ Lyocell': '26%'}",['crystal pink'],"('USD', '88')",https://www.boyish.com/products/the-joni-crystal-pink,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheJoni-CrystalPink-Front.jpg?v=1601023113,Boyish Jeans,[''],['shirts']
47,The Coby | Rio Bravo,"{'OCS Certified Organic Cotton': '60%', 'Tencel ™ Lyocell': '40%'}",['rio bravo'],"('USD', '188')",https://www.boyish.com/products/the-coby-rio-bravo,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheCoby-RioBravo-Front.jpg?v=1601021325,Boyish Jeans,"['Two roads along the way. The Coby in Rio Bravo is a high-waisted jean that has utilitarian-inspired panel construction, seaming and back pockets with an elevated edge.\nThese upcycled jeans in a medium wash include organic cotton that is OCS certified, and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 12""\xa0Inseam: 27""\xa0Leg Opening: 18""Zipper\xa0Fly']",['jeans']
48,The Timmy | Space Odyssey,"{'OCS Certified Organic Cotton': '18%', 'GRS Certified Recycled Cotton': '41%', 'Tencel ™ Lyocell': '41%'}",['space odyssey'],"('USD', '188')",https://www.boyish.com/products/the-timmy-space-odyssey,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheTimmy-SpaceOdyssey-Front.jpg?v=1601020710,Boyish Jeans,"['Vintage details above all things. The Timmy in Space Odyssey is a high-waisted rigid straight leg jean with a novelty back yoke that brings a unique and distinct design.\nThese upcycled jeans in a black wash include organic cotton that is OCS certified, and Tencel™ Lyocell, a sustainable natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 11 1/4""\xa0Inseam: 28""Leg Opening: 15""Button Fly']",['jeans']
49,The Darcy | Far Country,"{'OCS Certified Organic Cotton': '17%', 'GRS Certified Recycled Cotton': '43%', 'Refibra ™ X Tencel ™ Lyocell': '40%'}",['far country'],"('USD', '168')",https://www.boyish.com/products/the-darcy-far-country,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheDarcy-FarCountry-Front.jpg?v=1601015106,Boyish Jeans,"['Iconic Birkin style. The Darcy is a high waisted rigid pop crop jean in a medium indigo wash with a raw hem. These upcycled jeans include GRS certified recycled cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste jean will be your new favorite second skin.\nFront Rise: 11 1/2""\xa0Inseam: 26""\xa0Leg Opening: 16 1/2""Button Fly']",['jeans']
50,The Toby | Krush Groove,"{'OCS Certified Organic Cotton': '60%', 'Tencel ™ Lyocell': '40%'}",['krush groove'],"('USD', '168')",https://www.boyish.com/products/the-toby-krush-groove,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheToby-KrushGroove-Front.jpg?v=1600994045,Boyish Jeans,"['Epitomizing the 90\'s. The Toby jean in Krush Groove resembles your favorite vintage high waisted jeans with a relaxed tapered fit and Boyish flare. These upcycled jeans in a dark indigo wash include organic cotton that is OCS certified, and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 12 1/2""\xa0Inseam: 29""Leg Opening: 14""Button Fly']",['jeans']
51,The Tommy | Toxic Avenger,"{'OCS Certified Organic Cotton': '18%', 'GRS Certified Recycled Cotton': '41%', 'Tencel ™ Lyocell': '41%'}",['toxic avenger'],"('USD', '168')",https://www.boyish.com/products/the-tommy-toxic-avenger,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheTommy-ToxicAvenger-Front.jpg?v=1614732153,Boyish Jeans,"['Classic straight leg. The Tommy in Toxic Avenger is a high waisted rigid straight jean in a marble black wash. These upcycled jeans include organic cotton that is OCS certified, and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 10 3/4""Inseam: 27""Leg Opening: 14 1/2""Button Fly']",['jeans']
52,The Billy | Far Country,"{'OCS Certified Organic Cotton': '17%', 'GRS Certified Recycled Cotton': '43%', 'Refibra ™ X Tencel ™ Lyocell': '40%'}",['far country'],"('USD', '168')",https://www.boyish.com/products/the-billy-far-country,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheBilly-FarCountry-Front.jpg?v=1599797618,Boyish Jeans,"['Your new classic. The Billy is a high waisted rigid skinny jean reminiscent of the most perfect hip hugging vintage denim in a medium eco wash with destruction. These upcycled jeans include GRS certified recycled cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste jean will be your new favorite second skin.\nFront Rise: 11 1/4""Inseam: 27""Leg Opening: 11 1/2""']",['jeans']
53,The Zachary | Starfight,"{'OCS Certified Organic Cotton': '66%', 'Tencel ™ Lyocell': '33%', 'Recycled Elastane': '1%'}",['starfight'],"('USD', '158')",https://www.boyish.com/products/the-zachary-starfight,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheZachary-Starfight-Front.jpg?v=1599793253,Boyish Jeans,"['A little give and take.\xa0The Zachary is a high rise comfort stretch skinny jean in a perfect dark wash. These upcycled jeans include organic cotton that is OCS certified, and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 11 1/4""\xa0Inseam: 29""\xa0Leg Opening: 11 1/2""Zipper Fly']",['jeans']
54,The Billy | Space Odyssey,"{'OCS Certified Organic Cotton': '18%', 'GRS Certified Recycled Cotton': '41%', 'Tencel ™ Lyocell': '41%'}",['space odyssey'],"('USD', '168')",https://www.boyish.com/products/the-billy-space-odyssey,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheBilly-SpaceOdyssey-Front.jpg?v=1599790837,Boyish Jeans,"['Your new classic. The Billy is a high waisted rigid skinny jean reminiscent of the most perfect hip hugging vintage denim in a black eco wash. These upcycled jeans include organic cotton that is OCS certified, and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 11 1/4"" Inseam: 29"" Leg Opening: 11 1/2""Button Fly']",['jeans']
55,The Mikey | Vertigo,"{'OCS Certified Organic Cotton': '66%', 'Tencel ™ Lyocell': '33%', 'Recycled Elastane': '1%'}",['vertigo'],"('USD', '158')",https://www.boyish.com/products/the-mikey-vertigo,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Mikey-Vertigo-Front.jpg?v=1596139669,Boyish Jeans,"['Cool with an edge. The Mikey is a high rise comfort stretch wide leg jean. It comes in a vintage white wash with a raw hem that hits at ankle length. This upcycled jean is made with Tencel™ Lyocell reducing its carbon footprint and reducing water.\nFront Rise: 11 1/4"" Inseam: 28"" Leg Opening: 19""Button Fly']",['jeans']
56,The Harvey | Gilda,"{'OCS Certified Organic Cotton': '38%', 'GRS Certified Recycled Cotton': '31%', 'Refibra ™ X Tencel ™ Lyocell': '31%'}",['gilda'],"('USD', '188')",https://www.boyish.com/products/the-harvey-gilda,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Harvey-Gilda-Front.jpg?v=1596135395,Boyish Jeans,"['Born to be wild. The Harvey is inspired by your favorite vintage denim jacket. It is rigid and cropped with a raw hem and comes in a perfect medium wash with destruction. This upcycled jacket includes GRS certified recycled cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste jacket will be your new favorite second skin.\nFront High Point Shoulder: 20 1/2""\xa0Sweep: 41""']",['jackets']
57,The Tommy | Conversation,"{'OCS Certified Organic Cotton': '17%', 'GRS Certified Recycled Cotton': '43%', 'Refibra ™ X Tencel ™ Lyocell': '40%'}",['conversation'],"('USD', '168')",https://www.boyish.com/products/the-tommy-conversation,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Tommy-Conversation-Front_02138f4a-1a75-44e8-8275-a2b7e9f2bd35.jpg?v=1602721476,Boyish Jeans,"['Straight up versatile. The Tommy is a high waisted rigid straight jean in a 70s blue clean eco wash. These upcycled jeans include GRS certified recycled cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste jean will be your new favorite second skin.\nFront Rise: 10 3/4""Inseam: 27""Leg Opening: 14 1/2""Button Fly']",['jeans']
58,The Billy | Conversation,"{'OCS Certified Organic Cotton': '17%', 'GRS Certified Recycled Cotton': '43%', 'Refibra ™ X Tencel ™ Lyocell': '40%'}",['conversation'],"('USD', '168')",https://www.boyish.com/products/the-billy-conversation,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Billy-Conversation-Front_4e64fb08-0002-450e-a50a-53e960328e52.jpg?v=1602721328,Boyish Jeans,"['Your new classic. The Billy is a high waisted rigid skinny jean reminiscent of the most perfect hip hugging vintage denim in a 70s blue clean eco wash. These upcycled jeans include GRS certified recycled cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste jean will be your new favorite second skin.\nFront Rise: 11 1/4""Inseam: 27""Leg Opening: 11 1/2""Button Fly']",['jeans']
59,The Cody | Great Dictator,"{'OCS Certified Organic Cotton': '60%', 'Tencel ™ Lyocell': '40%'}",['great dictator'],"('USD', '98')",https://www.boyish.com/products/the-cody-great-dictator,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Cody-GreatDictator-Front.jpg?v=1602721768,Boyish Jeans,[''],['shorts']
60,The Lennon | Denim Wearing Black,"{'OCS Certified Organic Cotton': '60%', 'Refibra™ X Tencel ™ Lyocell': '40%'}",['denim wearing black'],"('USD', '48')",https://www.boyish.com/products/the-lennon-denim-wearing-black,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheLennon-DenimWearingBlack-Front.jpg?v=1591977606,Boyish Jeans,"['The Lennon is a super soft jersey relaxed crew neck tee with short sleeves and a graphic on the back and a sutil logo in the front. Highlighting the message ""Denim wearing, tree-hugging, earth-loving and slow-fashion kind of girl"". Embracing the love for Mama Earth. Made with OCS Certified Organic Cotton and Refibra.\nREFIBRA takes fast fashion scraps and recycles this waste, which is then blended in with TENCEL. Zero waste tee that will be your new favorite second skin. \nFront High Point Shoulder: 23 5/8""Sweep: 38 1/4""']",['shirts']
61,The Jagger | Nina Klein Blue,"{'OCS Certified Organic Cotton': '60%', 'Refibra™ X Tencel ™ Lyocell': '40%'}",['nina klein blue'],"('USD', '48')",https://www.boyish.com/products/the-jagger-nina-klein-blue,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheJagger-NinaKleinBlue-Front.jpg?v=1591977476,Boyish Jeans,"['The Jagger is a super soft jersey slim crew neck tee with short sleeves and graphics on the front.\nWe collaborated with Nina Klein, a local LA Artist who creates minimal figurative figures and embraces the strength of the female gaze. This print "" Blue Body"" represents empowerment, confidence and curiosity.\nMade with OCS Certified Organic Cotton and Refibra, making it an eco-friendly addition to your wardrobe. REFIBRA takes fast fashion scraps and recycles this waste, which is then blended in with TENCEL. This zero waste tee will be your new favorite second skin.\nFront HPS: 22 1/2""Sweep: 33 1/2""']",['shirts']
62,The Ziggy | Sunrise,"{'OCS Certified Organic Cotton': '60%', 'Tencel ™ Lyocell': '40%'}",['sunrise'],"('USD', '168')",https://www.boyish.com/products/the-ziggy-sunrise,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/33715f8f1adb693ee.jpg?v=1614636805,Boyish Jeans,"['Forever Boyish. The Ziggy is a high waisted relaxed straight jean giving an edge to your ethical fashion collection. It is in the perfect light eco wash and looks great paired with both sneakers and heels. This jean includes Tencel™ Lyocell reducing its carbon footprint and water usage.\nFront Rise: 12 3/4"" Inseam: 32"" Leg Opening: 17 3/4""Button Fly']",['jeans']
63,The Zachary | La Porta,"{'OCS Certified Organic Cotton': '66%', 'Tencel ™ Lyocell': '33%', 'Recycled Elastane': '1%'}",['la porta'],"('USD', '158')",https://www.boyish.com/products/the-zachary-la-porta,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheZachary-LaPorta-Front.jpg?v=1585286940,Boyish Jeans,"['A little give and take. The Zachary is a high rise comfort stretch skinny jean in a vintage light wash. These upcycled jeans include Tencel™ Lyocell reducing its carbon footprint and reducing water usage.\nSuper Light Wash\nFront Rise: 11 1/4""\xa0Inseam: 29""\xa0Leg Opening: 11 1/2""Zipper Fly']",['jeans']
64,The Guy | Vertigo,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['vertigo'],"('USD', '188')",https://www.boyish.com/products/the-guy-vertigo,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheGuy-Vertigo-Front.jpg?v=1583910274,Boyish Jeans,"['The Guy is the perfect update to a vintage denim coverall in a vintage white wash with a raw hem. This upcycled coverall includes recycled cotton reducing its carbon footprint and reducing water usage.\nVintage White\xa0Wash\nFront High Point Shoulder: 27 1/2""\nInseam: 27""']",['jumpsuits']
65,The Tommy | Far Country,"{'OCS Certified Organic Cotton': '17%', 'GRS Certified Recycled Cotton': '43%', 'Refibra ™ X Tencel ™ Lyocell': '40%'}",['far country'],"('USD', '168')",https://www.boyish.com/products/the-tommy-far-country,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheTommy-FarCountry-Front.jpg?v=1582686065,Boyish Jeans,"['Straight up versatile. The Tommy is a high waisted rigid straight jean in a medium super eco wash. These upcycled jeans include GRS certified recycled cotton and REFIBRA™ Technology reducing its carbon footprint and reducing water usage.\xa0\nREFIBRA™ Technology\xa0takes fashion industry scraps and recycles the\xa0waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste\xa0jean will be your new favorite second skin.\nMedium Stone\xa0Wash\nFront Rise: 10 3/4""Inseam: 27""Leg Opening: 14 1/2""Button Fly']",['jeans']
66,The Tommy | The Crowd,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['the crowd'],"('USD', '168')",https://www.boyish.com/products/the-tommy-the-crowd,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Tommy-TheCrowd-Front.jpg?v=1593649618,Boyish Jeans,"['Straight up versatile. The Tommy is a high waisted rigid straight jean in a vintage khaki wash. These upcycled jeans include recycled cotton reducing its carbon footprint and reducing water usage.\nFront Rise: 10 3/4""Inseam: 27""Leg Opening: 14 1/2""Button Fly']",['jeans']
67,The Andy | Moonfleet,"{'OCS Certified Organic Cotton': '66%', 'Tencel ™ Lyocell': '33%', 'Recycled Elastane': '1%'}",['moonfleet'],"('USD', '108')",https://www.boyish.com/products/the-andy-moonfleet,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Andy-Moonfleet-Front.jpg?v=1576625903,Boyish Jeans,"['Perfectly imperfect. The Andy is a twist on a classic denim skirt with a criss cross front. This comfort stretch skirt is high-rise with asymmetrical fly front, front slit and raw hem in a medium wash. This ethical skirt includes recycled cotton reducing its carbon footprint and reducing water usage.\nCenter Front: 25 1/2""\nSweep: 35 1/2""\nButton Fly']",['skirts']
68,The Guy | The Hustler,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['the hustler.'],"('USD', '188')",https://www.boyish.com/products/the-guy-the-hustler,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Guy-TheServant-Front.jpg?v=1576622300,Boyish Jeans,['Boyish up. The Guy is the perfect update to a vintage denim coverall in a vintage black wash with a raw hem. This upcycled coverall includes recycled cotton reducing its carbon footprint and reducing water usage.\nVintage Black Wash\nFront High Point Shoulder to Crotch: 31\nInseam: 37\n** Sale items are non-refundable // Exchange or store credit only **'],['jumpsuits']
69,The Casey | Midnight Cowboy,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['midnight cowboy'],"('USD', '168')",https://www.boyish.com/products/the-casey-midnight-cowboy,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Casey-MidnightCowboy-Front.jpg?v=1574187342,Boyish Jeans,"['Perfectly imperfect. The Casey is a twist on your favorite vintage jeans. This high waisted rigid straight jean has a relaxed fit and an asymmetrical fly. It is in the perfect black stone wash. This jean includes recycled cotton reducing its carbon footprint and reducing water usage.\nBlack Stone Wash\nFront Rise: 11"" Inseam: 32"" Leg Opening: 14 1/2""Button Fly']",['jeans']
70,The Kenny | Midnight Cowboy,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['midnight cowboy'],"('USD', '188')",https://www.boyish.com/products/the-kenny-midnight-cowboy,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/20200606_Boyish_RESHOOT-0932.jpg?v=1614627204,Boyish Jeans,"['Get it done. The Kenny brings sustainable women\'s clothing to new heights! We brought back to life your favorite vintage overalls and added our spin to them. Complete with multiple pockets and painters pant details, this overall comes in the perfect vintage black stonewash. This overall includes recycled cotton reducing its carbon footprint and water usage.\nBlack Stone Wash\nInseam: 29""\xa0Leg Opening: 19""']",['overalls']
71,The Corey | The Hustler,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['the hustler'],"('USD', '108')",https://www.boyish.com/products/the-corey-the-hustler,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Corey-Hustler-Front.jpg?v=1584410929,Boyish Jeans,"['Mary Quant signature. The Corey is a rigid mini skirt in a black stone wash with a raw hem. This vintage inspired jean skirt includes recycled cotton reducing its carbon footprint and reducing water usage.\nBlack Stone Wash\nCenter Front: 15""\xa0Sweep: 42""Button Fly']",['skirts']
72,The Joni | Black - Cool To Care,"{'OCS Certified Organic Cotton': '74%', 'Refibra™ X Tencel ™ Lyocell': '26%'}",['black cool to care'],"('USD', '88')",https://www.boyish.com/products/the-joni-black-cool-to-care,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheJoni-BlackCoolToCare-Front.jpg?v=1614734270,Boyish Jeans,"['Cozy anywhere and everywhere.\nThe Joni is our basic crew neck sweatshirt with long sleeves. Channeling 90\'s vibes, it has a slightly cropped fit and looks perfect with all of our high rise jeans. This versatile yet classic staple includes OCS certified organic cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste sweatshirt will be your new favorite second skin.\nFront HPS: 19""Sweep: 38 1/2""']",['shirts']
73,The Lennon | Off White Guardians Print,"{'OCS Certified Organic Cotton': '60%', 'Refibra™ X Tencel ™ Lyocell': '40%'}",['off white guardians print'],"('USD', '48')",https://www.boyish.com/products/the-lennon-off-white-guardians-print,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5faf0f2b9ca5f25faf0f2b9ea27.691328315faf0f2b9ea27.jpg?v=1611079123,Boyish Jeans,"['Going into the wild and embracing Mama Earth. The Lennon is a super soft jersey relaxed crew neck tee with short sleeves. This timeless staple includes OCS certified organic cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste tee will be your new favorite second skin.\nFront High Point Shoulder: 23 5/8""Sweep: 38 1/4""']",['shirts']
74,The Jagger | White Wild,"{'OCS Certified Organic Cotton': '60%', 'Refibra™ X Tencel ™ Lyocell': '40%'}",['white wild print'],"('USD', '48')",https://www.boyish.com/products/the-jagger-white-wild,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5faeebc746bb385faeebc746cab.088011595faeebc746cab.jpg?v=1613785737,Boyish Jeans,"['Going into the wild and embracing Mama Earth. The Jagger is a super soft jersey slim crew neck tee with short sleeves that looks great with any of our jeans. This timeless staple includes OCS certified organic cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste tee will be your new favorite second skin.\nFront HPS: 22 1/2""Sweep: 33 1/2""']",['shirts']
75,The Lennon | White,"{'OCS Certified Organic Cotton': '60%', 'Refibra™ X Tencel ™ Lyocell': '40%'}",['white'],"('USD', '48')",https://www.boyish.com/products/the-lennon-white,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheLennon-White-FrontClose.jpg?v=1614733642,Boyish Jeans,"['Versatile vintage-inspired staple. The Lennon is a super soft jersey relaxed crew neck tee with short sleeves. This timeless piece includes OCS certified organic cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste tee will be your new favorite second skin.\nFront High Point Shoulder: 23 5/8""Sweep: 38 1/4""']",['shirts']
